distance_m,x_m,y_m
1896.0838604978671,4989.0,14449.0
1898.3088888888888,5012.964483784328,14450.334377490795
1923.1977777777774,5143.819763997352,14457.285446010226
1928.0859599662895,5185.0,14459.0
1940.9755555555553,5349.65721830197,14465.535444392804
1951.1995952896534,5486.0,14471.0
1958.6977777777777,5565.644542228133,14474.357196604538
1985.4929658246988,5767.0,14483.0
1985.8977777777777,5770.3902989995595,14483.116624688135
2001.0672243388074,5927.0,14488.0
2004.3644444444442,5976.803416922471,14489.621540874878
2015.021628762561,6163.0,14496.0
2015.342222222222,6167.984176488522,14496.180433577001
2036.7866666666664,6360.432624429986,14505.651197151747
2037.5064895961298,6365.0,14506.0
2054.510351880071,6485.0,14519.0
2056.342222222222,6501.252820571929,14521.671492757268
2063.827049733797,6577.0,14537.0
2064.047222222222,6579.412254576304,14537.585233639094
2069.736111111111,6644.7807257318445,14555.810612727935
2071.5676436106955,6666.0,14563.0
2076.5138888888887,6722.454899678634,14585.997857770904
2085.0763633417864,6807.0,14631.0
2090.2027777777776,6835.08914862977,14650.651386921025
2096.15858699621,6859.0,14677.0
2096.369444444444,6860.023383939515,14678.293984504118
2103.1663746472327,6897.0,14733.0
2103.369444444444,6897.992519668789,14734.875178481521
2108.4251673845647,6920.0,14784.0
2111.691666666666,6934.211216503086,14815.857111505582
2114.663979100113,6948.0,14843.0
2122.6943331891025,6992.0,14906.0
2123.5916666666662,6997.680685462092,14912.497893041993
2127.98367373663,7028.0,14943.0
2128.880555555555,7034.7104885755325,14948.956643257592
2134.2583333333328,7077.55537269151,14982.489748564794
2136.725005919358,7096.0,14996.0
2141.0361111111106,7124.864483328258,15016.436451160818
2144.221005766315,7160.0,15035.0
2146.5472222222215,7199.425513361971,15052.73802889452
2149.8738073596587,7257.0,15077.0
2156.580555555555,7299.893754642812,15092.624148744837
2161.4300188911875,7320.0,15097.0
2162.402777777777,7326.487511873096,15098.68709375019
2171.755065562502,7420.0,15123.0
2171.962777777777,7422.5870863997,15123.581874027066
2178.7627777777766,7515.569270391493,15142.374330957637
2182.0851012137878,7556.0,15150.0
2187.8183333333322,7610.215347285901,15159.897738898828
2195.4627777777764,7661.45272610064,15168.648269383317
2201.0765390668307,7704.0,15176.0
2203.329444444443,7722.698078676669,15179.272751462764
2211.4139785399466,7803.0,15195.0
2220.090288006385,7922.0,15224.0
2222.529444444443,7951.066657947362,15231.713476172215
2231.240555555554,8031.60212295276,15255.463339836057
2235.4302909098546,8069.0,15267.0
2242.5738888888873,8137.078631466993,15288.030991906107
2246.9368166763734,8179.0,15301.0
2251.951666666665,8225.986577130216,15315.554466907375
2258.857828570437,8292.0,15336.0
2271.193714676239,8420.0,15376.0
2271.5072222222207,8423.096811716663,15377.003395859287
2294.607222222221,8625.154357963853,15448.749825542625
2298.1801272090142,8657.0,15461.0
2307.6627777777762,8744.9896149108,15495.640654486502
2311.3042409865943,8779.0,15509.0
2324.721324291843,8903.0,15557.0
2326.4072222222208,8918.478223279597,15563.01124686874
2331.4726394621316,8965.0,15581.0
2339.9627777777764,9043.747114629168,15610.22334214552
2346.481679625829,9105.0,15632.0
2360.355198081681,9234.0,15676.0
2362.0961111111096,9248.524331679899,15680.929812830565
2381.7661111111097,9430.764067315551,15742.298881021354
2382.6824902127187,9445.0,15747.0
2393.9832381839915,9646.0,15813.0
2398.632777777776,9700.602048602792,15830.870924293878
2416.8062702594425,9778.0,15850.0
2422.432777777776,9825.91362062567,15857.966378594218
2437.198920717537,9991.0,15882.0
2437.6327777777765,9994.92663462739,15882.392409122669
2447.4105555555543,10068.018813862958,15884.562246624597
2451.842082007302,10112.0,15879.0
2461.8772222222206,10263.748354780178,15848.596655905494
2467.331257253004,10341.0,15830.0
2471.210555555554,10382.035358080902,15818.557332808483
2491.1230859739353,10483.0,15760.0
2491.510555555554,10485.734599404592,15758.084922988879
2499.9256170050403,10555.0,15709.0
2502.510555555554,10575.458599481892,15693.100001219238
2514.306452487026,10660.0,15612.0
2518.0661111111094,10686.889296453006,15578.44024301713
2529.4549999999986,10764.555995196908,15462.246257311455
2532.564758861413,10781.0,15434.0
2543.388333333332,10819.702190629972,15352.926234163246
2551.310431905901,10841.0,15291.0
2555.2772222222206,10852.004172036724,15254.857694672952
2567.239082792751,10883.0,15138.0
2575.0374999999985,10897.384570369088,15068.687904127642
2579.7104198749066,10906.0,15015.0
2592.293812612861,10932.0,14814.0
2592.6152777777766,10932.550756392935,14809.32003153278
2608.34861111111,10949.69334770856,14637.929535571273
2618.8374999999987,10956.388040220572,14547.613086295052
2619.8301008236017,10957.0,14539.0
2634.9708333333324,10965.86224829577,14406.76899000114
2648.3646978932497,10974.0,14282.0
2662.637499999999,10983.841285622002,14135.73432627218
2679.1480455643855,10995.0,13977.0
2682.315277777777,10996.88177579618,13951.541923278139
2701.7154217830944,11009.0,13806.0
2702.0708333333323,11009.300993002975,13802.78986488694
2713.1461610882843,11020.0,13693.0
2719.204166666665,11026.122904037016,13631.520910171374
2737.09891966599,11044.0,13450.0
2746.759722222221,11053.026416326078,13349.592734312457
2749.0113638651524,11055.0,13326.0
2761.307812786508,11064.0,13197.0
2766.3152777777764,11065.93047063227,13144.898115414506
2775.163270886491,11067.0,13055.0
2776.279078393198,11067.0,13044.0
2784.270833333332,11062.93747826028,12962.74707704917
2789.3603776865302,11058.0,12913.0
2792.9469444444435,11053.942425969815,12880.540766560884
2799.9703373906823,11038.0,12812.0
2807.5691666666658,10992.469713089054,12702.339685169518
2813.2816998630824,10957.0,12627.0
2827.5691666666658,10913.738753593449,12558.58947683163
2832.2756840036427,10883.0,12532.0
2845.969166666666,10731.018736145144,12404.78047372908
2846.638040282309,10725.0,12400.0
2856.358055555555,10670.087375680263,12361.19378199349
2864.71929543196,10625.0,12337.0
2874.9182626907577,10537.0,12289.0
2876.458055555555,10524.239725246687,12282.204622172998
2890.3247222222217,10403.774415677311,12220.91235655474
2891.0942317744993,10394.0,12216.0
2903.21820490614,10213.0,12125.0
2912.3247222222217,10125.937729693964,12080.933483352266
2924.880277777777,10076.85701798297,12055.342150124543
2934.831307922611,10013.0,12022.0
2937.4474086118444,9990.0,12010.0
2943.080277777777,9925.10967715855,11975.441853385224
2953.613611111111,9774.03187638757,11893.6230871443
