lap_number,driver,lap_time_s,sector1_s,sector2_s,sector3_s,compound,tyre_life,is_personal_best
11.0,OCO,86.349,27.858,29.585,28.906,HARD,11.0,False
12.0,OCO,85.954,27.772,29.531,28.651,HARD,12.0,False
13.0,OCO,86.059,27.841,29.602,28.616,HARD,13.0,False
14.0,OCO,86.307,27.993,29.539,28.775,HARD,14.0,False
15.0,OCO,86.677,28.07,29.784,28.823,HARD,15.0,False
16.0,OCO,86.694,28.372,29.599,28.723,HARD,16.0,False
17.0,OCO,86.002,27.879,29.478,28.645,HARD,17.0,False
18.0,OCO,86.234,27.871,29.579,28.784,HARD,18.0,False
19.0,OCO,86.174,27.853,29.575,28.746,HARD,19.0,False
20.0,OCO,87.326,28.562,30.084,28.68,HARD,20.0,False
21.0,OCO,86.45,27.882,29.769,28.799,HARD,21.0,False
22.0,OCO,86.327,27.907,29.593,28.827,HARD,22.0,False
23.0,OCO,86.201,27.915,29.547,28.739,HARD,23.0,False
24.0,OCO,86.77,28.016,30.077,28.677,HARD,24.0,False
25.0,OCO,87.519,28.287,29.931,29.301,HARD,25.0,False
26.0,OCO,86.383,27.964,29.697,28.722,HARD,26.0,False
27.0,OCO,86.725,28.38,29.619,28.726,HARD,27.0,False
28.0,OCO,86.013,27.915,29.455,28.643,HARD,28.0,False
29.0,OCO,86.099,27.936,29.459,28.704,HARD,29.0,False
30.0,OCO,86.025,27.867,29.462,28.696,HARD,30.0,False
31.0,OCO,90.757,27.869,29.413,33.475,HARD,31.0,False
32.0,OCO,104.71,47.349,29.092,28.269,MEDIUM,1.0,False
33.0,OCO,84.652,27.535,28.96,28.157,MEDIUM,2.0,True
34.0,OCO,84.965,27.49,29.083,28.392,MEDIUM,3.0,False
35.0,OCO,85.019,27.652,29.052,28.315,MEDIUM,4.0,False
36.0,OCO,84.942,27.68,29.05,28.212,MEDIUM,5.0,False
37.0,OCO,84.613,27.619,28.939,28.055,MEDIUM,6.0,True
38.0,OCO,84.845,27.649,29.024,28.172,MEDIUM,7.0,False
39.0,OCO,85.267,27.695,29.022,28.55,MEDIUM,8.0,False
40.0,OCO,85.211,27.772,29.136,28.303,MEDIUM,9.0,False
41.0,OCO,85.06,27.689,29.106,28.265,MEDIUM,10.0,False
42.0,OCO,85.119,27.666,29.163,28.29,MEDIUM,11.0,False
43.0,OCO,86.111,29.201,28.893,28.017,MEDIUM,12.0,False
44.0,OCO,84.669,27.569,28.972,28.128,MEDIUM,13.0,False
45.0,OCO,84.587,27.573,29.006,28.008,MEDIUM,14.0,True
46.0,OCO,84.449,27.583,28.831,28.035,MEDIUM,15.0,True
47.0,OCO,84.506,27.586,28.836,28.084,MEDIUM,16.0,False
48.0,OCO,84.458,27.685,28.733,28.04,MEDIUM,17.0,False
49.0,OCO,85.79,27.668,30.068,28.054,MEDIUM,18.0,False
50.0,OCO,85.688,27.765,29.646,28.277,MEDIUM,19.0,False
51.0,OCO,84.59,27.617,28.876,28.097,MEDIUM,20.0,False
52.0,OCO,84.343,27.604,28.777,27.962,MEDIUM,21.0,True
1.0,PER,91.698,,31.761,29.279,HARD,1.0,False
2.0,PER,86.411,27.938,29.614,28.859,HARD,2.0,True
3.0,PER,85.757,27.641,29.539,28.577,HARD,3.0,True
4.0,PER,85.805,27.729,29.608,28.468,HARD,4.0,False
5.0,PER,85.447,27.791,29.396,28.26,HARD,5.0,True
6.0,PER,85.105,27.708,29.113,28.284,HARD,6.0,True
7.0,PER,85.434,27.54,29.215,28.679,HARD,7.0,False
8.0,PER,85.186,27.589,29.255,28.342,HARD,8.0,False
9.0,PER,84.977,27.531,29.183,28.263,HARD,9.0,True
10.0,PER,84.841,27.446,29.014,28.381,HARD,10.0,True
11.0,PER,84.773,27.488,29.083,28.202,HARD,11.0,True
12.0,PER,84.654,27.581,28.805,28.268,HARD,12.0,True
13.0,PER,85.041,27.678,28.947,28.416,HARD,13.0,False
14.0,PER,85.229,27.6,29.151,28.478,HARD,14.0,False
15.0,PER,85.543,27.751,29.282,28.51,HARD,15.0,False
16.0,PER,85.434,27.696,29.265,28.473,HARD,16.0,False
17.0,PER,85.444,27.773,29.249,28.422,HARD,17.0,False
18.0,PER,85.448,27.72,29.294,28.434,HARD,18.0,False
19.0,PER,85.683,27.756,29.355,28.572,HARD,19.0,False
20.0,PER,86.111,27.787,29.628,28.696,HARD,20.0,False
21.0,PER,85.864,27.869,29.534,28.461,HARD,21.0,False
22.0,PER,85.709,27.777,29.491,28.441,HARD,22.0,False
23.0,PER,89.869,27.746,29.216,32.907,HARD,23.0,False
24.0,PER,105.017,48.1,28.804,28.113,HARD,1.0,False
25.0,PER,84.109,27.309,28.892,27.908,HARD,2.0,True
26.0,PER,83.975,27.423,28.737,27.815,HARD,3.0,True
27.0,PER,83.784,27.408,28.619,27.757,HARD,4.0,True
28.0,PER,83.598,27.394,28.551,27.653,HARD,5.0,True
29.0,PER,83.854,27.533,28.726,27.595,HARD,6.0,False
30.0,PER,83.474,27.502,28.485,27.487,HARD,7.0,True
31.0,PER,85.086,28.338,29.149,27.599,HARD,8.0,False
32.0,PER,83.825,27.527,28.753,27.545,HARD,9.0,False
33.0,PER,83.473,27.359,28.591,27.523,HARD,10.0,True
34.0,PER,83.611,27.423,28.521,27.667,HARD,11.0,False
35.0,PER,88.255,27.529,28.532,32.194,HARD,12.0,False
36.0,PER,104.074,47.125,28.868,28.081,MEDIUM,1.0,False
37.0,PER,83.291,27.386,28.558,27.347,MEDIUM,2.0,True
38.0,PER,86.243,28.912,29.679,27.652,MEDIUM,3.0,False
39.0,PER,83.707,27.5,28.757,27.45,MEDIUM,4.0,False
40.0,PER,83.393,27.426,28.451,27.516,MEDIUM,5.0,False
41.0,PER,83.267,27.254,28.382,27.631,MEDIUM,6.0,True
42.0,PER,83.908,27.376,28.603,27.929,MEDIUM,7.0,False
43.0,PER,84.537,27.618,28.976,27.943,MEDIUM,8.0,False
44.0,PER,83.617,27.303,28.77,27.544,MEDIUM,9.0,False
45.0,PER,83.033,27.423,28.172,27.438,MEDIUM,10.0,True
46.0,PER,82.996,27.319,28.2,27.477,MEDIUM,11.0,True
47.0,PER,82.971,27.317,28.12,27.534,MEDIUM,12.0,True
48.0,PER,83.315,27.481,28.224,27.61,MEDIUM,13.0,False
49.0,PER,83.612,27.546,28.309,27.757,MEDIUM,14.0,False
50.0,PER,83.39,27.408,28.351,27.631,MEDIUM,15.0,False
51.0,PER,83.415,27.384,28.337,27.694,MEDIUM,16.0,False
52.0,PER,84.071,27.477,28.59,28.004,MEDIUM,17.0,False
53.0,PER,84.511,27.669,28.835,28.007,MEDIUM,18.0,False
1.0,PIA,87.623,,30.021,28.254,MEDIUM,1.0,False
2.0,PIA,85.116,27.751,29.311,28.054,MEDIUM,2.0,True
3.0,PIA,85.261,27.67,29.271,28.32,MEDIUM,3.0,False
4.0,PIA,84.695,27.672,28.825,28.198,MEDIUM,4.0,True
5.0,PIA,84.66,27.702,28.906,28.052,MEDIUM,5.0,True
6.0,PIA,84.603,27.799,28.807,27.997,MEDIUM,6.0,True
7.0,PIA,84.418,27.738,28.574,28.106,MEDIUM,7.0,True
8.0,PIA,84.57,27.665,28.777,28.128,MEDIUM,8.0,False
9.0,PIA,84.375,27.637,28.751,27.987,MEDIUM,9.0,True
10.0,PIA,84.077,27.687,28.554,27.836,MEDIUM,10.0,True
11.0,PIA,84.247,27.6,28.726,27.921,MEDIUM,11.0,False
12.0,PIA,84.748,27.848,28.86,28.04,MEDIUM,12.0,False
13.0,PIA,84.67,27.747,28.831,28.092,MEDIUM,13.0,False
14.0,PIA,85.048,27.812,29.03,28.206,MEDIUM,14.0,False
15.0,PIA,85.166,27.84,29.099,28.227,MEDIUM,15.0,False
16.0,PIA,89.939,27.891,29.279,32.769,MEDIUM,16.0,False
17.0,PIA,104.25,46.989,29.31,27.951,HARD,1.0,False
18.0,PIA,84.028,27.464,28.817,27.747,HARD,2.0,True
19.0,PIA,84.602,27.593,28.979,28.03,HARD,3.0,False
20.0,PIA,83.986,27.418,28.823,27.745,HARD,4.0,True
21.0,PIA,83.903,27.438,28.73,27.735,HARD,5.0,True
22.0,PIA,83.647,27.447,28.518,27.682,HARD,6.0,True
23.0,PIA,83.66,27.398,28.459,27.803,HARD,7.0,False
24.0,PIA,83.315,27.339,28.287,27.689,HARD,8.0,True
25.0,PIA,83.23,27.46,28.338,27.432,HARD,9.0,True
26.0,PIA,83.133,27.441,28.228,27.464,HARD,10.0,True
27.0,PIA,83.088,27.455,28.212,27.421,HARD,11.0,True
28.0,PIA,83.168,27.391,28.206,27.571,HARD,12.0,False
29.0,PIA,83.066,27.465,28.196,27.405,HARD,13.0,True
30.0,PIA,82.968,27.449,28.095,27.424,HARD,14.0,True
31.0,PIA,83.221,27.435,28.225,27.561,HARD,15.0,False
32.0,PIA,83.48,27.386,28.343,27.751,HARD,16.0,False
33.0,PIA,83.148,27.43,28.226,27.492,HARD,17.0,False
34.0,PIA,83.456,27.449,28.47,27.537,HARD,18.0,False
35.0,PIA,83.409,27.392,28.529,27.488,HARD,19.0,False
36.0,PIA,83.746,27.429,28.503,27.814,HARD,20.0,False
37.0,PIA,83.691,27.368,28.649,27.674,HARD,21.0,False
38.0,PIA,88.125,27.56,28.596,31.969,HARD,22.0,False
39.0,PIA,103.438,47.532,28.366,27.54,HARD,1.0,False
40.0,PIA,82.264,27.149,27.897,27.218,HARD,2.0,True
41.0,PIA,82.066,27.207,27.79,27.069,HARD,3.0,True
42.0,PIA,82.331,27.245,27.932,27.154,HARD,4.0,False
43.0,PIA,82.092,27.087,27.8,27.205,HARD,5.0,False
44.0,PIA,82.628,27.098,28.121,27.409,HARD,6.0,False
45.0,PIA,83.675,27.217,28.785,27.673,HARD,7.0,False
46.0,PIA,82.537,27.366,27.964,27.207,HARD,8.0,False
47.0,PIA,82.253,27.271,27.856,27.126,HARD,9.0,False
48.0,PIA,82.725,27.626,27.897,27.202,HARD,10.0,False
49.0,PIA,82.945,27.245,27.984,27.716,HARD,11.0,False
50.0,PIA,82.586,27.128,28.205,27.253,HARD,12.0,False
51.0,PIA,82.424,27.313,27.965,27.146,HARD,13.0,False
52.0,PIA,81.948,27.116,27.725,27.107,HARD,14.0,True
53.0,PIA,81.943,27.108,27.803,27.032,HARD,15.0,True
1.0,RIC,93.104,,32.159,29.497,MEDIUM,1.0,False
2.0,RIC,87.177,27.871,30.129,29.177,MEDIUM,2.0,True
3.0,RIC,86.588,27.948,29.629,29.011,MEDIUM,3.0,True
4.0,RIC,86.488,27.785,29.623,29.08,MEDIUM,4.0,True
5.0,RIC,86.251,27.781,29.441,29.029,MEDIUM,5.0,True
6.0,RIC,85.899,27.725,29.48,28.694,MEDIUM,6.0,True
7.0,RIC,85.713,27.574,29.272,28.867,MEDIUM,7.0,True
8.0,RIC,85.993,27.754,29.407,28.832,MEDIUM,8.0,False
9.0,RIC,85.815,27.645,29.238,28.932,MEDIUM,9.0,False
10.0,RIC,86.111,27.654,29.634,28.823,MEDIUM,10.0,False
11.0,RIC,91.962,28.537,29.822,33.603,MEDIUM,11.0,False
12.0,RIC,112.188,53.859,29.514,28.815,HARD,2.0,False
13.0,RIC,86.122,27.957,29.332,28.833,HARD,3.0,False
14.0,RIC,85.827,27.74,29.295,28.792,HARD,4.0,False
15.0,RIC,85.572,27.778,29.198,28.596,HARD,5.0,True
16.0,RIC,85.398,27.642,29.13,28.626,HARD,6.0,True
17.0,RIC,85.028,27.631,28.931,28.466,HARD,7.0,True
18.0,RIC,85.062,27.583,29.066,28.413,HARD,8.0,False
19.0,RIC,84.897,27.628,28.841,28.428,HARD,9.0,True
20.0,RIC,84.753,27.521,28.905,28.327,HARD,10.0,True
21.0,RIC,84.991,27.635,28.913,28.443,HARD,11.0,False
22.0,RIC,85.08,27.587,29.013,28.48,HARD,12.0,False
23.0,RIC,84.848,27.556,28.924,28.368,HARD,13.0,False
24.0,RIC,84.931,27.554,28.85,28.527,HARD,14.0,False
25.0,RIC,85.047,27.57,29.013,28.464,HARD,15.0,False
26.0,RIC,84.906,27.615,28.879,28.412,HARD,16.0,False
27.0,RIC,85.595,27.693,29.487,28.415,HARD,17.0,False
28.0,RIC,85.38,27.54,29.361,28.479,HARD,18.0,False
29.0,RIC,84.835,27.375,29.007,28.453,HARD,19.0,False
30.0,RIC,84.97,27.629,28.907,28.434,HARD,20.0,False
31.0,RIC,84.875,27.583,28.877,28.415,HARD,21.0,False
32.0,RIC,84.69,27.54,28.781,28.369,HARD,22.0,True
33.0,RIC,84.662,27.589,28.815,28.258,HARD,23.0,True
34.0,RIC,84.777,27.638,28.785,28.354,HARD,24.0,False
35.0,RIC,85.588,28.023,29.174,28.391,HARD,25.0,False
36.0,RIC,85.081,27.595,29.126,28.36,HARD,26.0,False
37.0,RIC,85.095,27.58,29.089,28.426,HARD,27.0,False
38.0,RIC,85.288,27.655,29.18,28.453,HARD,28.0,False
39.0,RIC,85.033,27.551,29.12,28.362,HARD,29.0,False
40.0,RIC,85.025,27.587,29.002,28.436,HARD,30.0,False
41.0,RIC,84.945,27.613,28.975,28.357,HARD,31.0,False
42.0,RIC,84.954,27.539,29.029,28.386,HARD,32.0,False
43.0,RIC,85.179,27.704,29.078,28.397,HARD,33.0,False
44.0,RIC,84.776,27.463,28.976,28.337,HARD,34.0,False
45.0,RIC,85.063,27.577,28.935,28.551,HARD,35.0,False
46.0,RIC,85.685,28.125,29.102,28.458,HARD,36.0,False
47.0,RIC,84.775,27.512,28.981,28.282,HARD,37.0,False
48.0,RIC,84.518,27.591,28.827,28.1,HARD,38.0,True
49.0,RIC,84.617,27.568,28.837,28.212,HARD,39.0,False
50.0,RIC,84.817,27.638,28.938,28.241,HARD,40.0,False
51.0,RIC,84.639,27.634,28.818,28.187,HARD,41.0,False
52.0,RIC,84.219,27.477,28.673,28.069,HARD,42.0,True
53.0,RIC,84.347,27.486,28.661,28.2,HARD,43.0,False
1.0,RUS,91.512,,31.627,29.493,MEDIUM,1.0,False
2.0,RUS,86.055,27.76,29.574,28.721,MEDIUM,2.0,True
3.0,RUS,85.733,27.459,29.557,28.717,MEDIUM,3.0,True
4.0,RUS,85.762,27.611,29.727,28.424,MEDIUM,4.0,False
5.0,RUS,85.494,27.579,29.38,28.535,MEDIUM,5.0,True
6.0,RUS,85.101,27.434,29.34,28.327,MEDIUM,6.0,True
7.0,RUS,85.046,27.433,29.295,28.318,MEDIUM,7.0,True
8.0,RUS,85.216,27.494,29.293,28.429,MEDIUM,8.0,False
9.0,RUS,85.115,27.487,29.253,28.375,MEDIUM,9.0,False
10.0,RUS,85.468,27.438,29.406,28.624,MEDIUM,10.0,False
11.0,RUS,91.175,28.145,29.923,33.107,MEDIUM,11.0,False
12.0,RUS,113.412,56.118,29.072,28.222,HARD,1.0,False
13.0,RUS,84.546,27.53,28.977,28.039,HARD,2.0,True
14.0,RUS,84.548,27.378,29.009,28.161,HARD,3.0,False
15.0,RUS,84.56,27.568,28.915,28.077,HARD,4.0,False
16.0,RUS,84.692,27.635,28.894,28.163,HARD,5.0,False
17.0,RUS,84.546,27.493,28.953,28.1,HARD,6.0,False
18.0,RUS,84.521,27.433,28.899,28.189,HARD,7.0,True
19.0,RUS,84.706,27.54,28.883,28.283,HARD,8.0,False
20.0,RUS,85.504,27.574,29.193,28.737,HARD,9.0,False
21.0,RUS,84.626,27.469,29.062,28.095,HARD,10.0,False
22.0,RUS,84.711,27.511,29.038,28.162,HARD,11.0,False
23.0,RUS,84.624,27.513,28.933,28.178,HARD,12.0,False
24.0,RUS,84.621,27.518,29.016,28.087,HARD,13.0,False
25.0,RUS,85.174,27.476,29.621,28.077,HARD,14.0,False
26.0,RUS,83.575,27.402,28.5,27.673,HARD,15.0,True
27.0,RUS,83.732,27.426,28.601,27.705,HARD,16.0,False
28.0,RUS,83.383,27.343,28.441,27.599,HARD,17.0,True
29.0,RUS,83.516,27.399,28.533,27.584,HARD,18.0,False
30.0,RUS,83.177,27.313,28.447,27.417,HARD,19.0,True
31.0,RUS,85.331,27.824,29.75,27.757,HARD,20.0,False
32.0,RUS,83.542,27.315,28.746,27.481,HARD,21.0,False
33.0,RUS,88.264,27.62,28.64,32.004,HARD,22.0,False
34.0,RUS,104.863,49.056,28.275,27.532,HARD,1.0,False
35.0,RUS,82.944,27.148,28.327,27.469,HARD,2.0,True
36.0,RUS,83.333,27.329,28.375,27.629,HARD,3.0,False
37.0,RUS,83.158,27.318,28.494,27.346,HARD,4.0,False
38.0,RUS,85.166,28.506,29.279,27.381,HARD,5.0,False
39.0,RUS,83.142,27.338,28.31,27.494,HARD,6.0,False
40.0,RUS,82.886,27.276,28.216,27.394,HARD,7.0,True
41.0,RUS,84.039,27.443,28.685,27.911,HARD,8.0,False
42.0,RUS,82.799,27.086,28.337,27.376,HARD,9.0,True
43.0,RUS,82.939,27.4,28.273,27.266,HARD,10.0,False
44.0,RUS,82.923,27.219,28.391,27.313,HARD,11.0,False
45.0,RUS,82.685,27.348,28.103,27.234,HARD,12.0,True
46.0,RUS,82.419,27.272,28.032,27.115,HARD,13.0,True
47.0,RUS,82.343,27.287,27.957,27.099,HARD,14.0,True
48.0,RUS,82.165,27.234,27.883,27.048,HARD,15.0,True
49.0,RUS,82.036,27.174,27.825,27.037,HARD,16.0,True
50.0,RUS,82.156,27.183,27.96,27.013,HARD,17.0,False
51.0,RUS,82.311,27.068,28.135,27.108,HARD,18.0,False
52.0,RUS,82.447,27.124,28.147,27.176,HARD,19.0,False
53.0,RUS,82.7,27.16,27.971,27.569,HARD,20.0,False
1.0,SAI,89.345,,30.635,28.727,MEDIUM,1.0,False
2.0,SAI,85.731,27.553,29.775,28.403,MEDIUM,2.0,True
3.0,SAI,85.358,27.447,29.503,28.408,MEDIUM,3.0,True
4.0,SAI,85.086,27.435,29.253,28.398,MEDIUM,4.0,True
5.0,SAI,85.006,27.585,29.072,28.349,MEDIUM,5.0,True
6.0,SAI,84.642,27.639,28.71,28.293,MEDIUM,6.0,True
7.0,SAI,84.715,27.527,28.975,28.213,MEDIUM,7.0,False
8.0,SAI,84.87,27.744,29.012,28.114,MEDIUM,8.0,False
9.0,SAI,84.774,27.599,29.015,28.16,MEDIUM,9.0,False
10.0,SAI,84.684,27.579,28.921,28.184,MEDIUM,10.0,False
11.0,SAI,85.066,27.742,29.103,28.221,MEDIUM,11.0,False
12.0,SAI,85.276,27.71,29.12,28.446,MEDIUM,12.0,False
13.0,SAI,85.423,27.761,29.316,28.346,MEDIUM,13.0,False
14.0,SAI,85.234,27.701,29.287,28.246,MEDIUM,14.0,False
15.0,SAI,85.183,27.687,29.253,28.243,MEDIUM,15.0,False
16.0,SAI,85.341,27.795,29.207,28.339,MEDIUM,16.0,False
17.0,SAI,85.407,27.875,29.18,28.352,MEDIUM,17.0,False
18.0,SAI,85.678,27.905,29.429,28.344,MEDIUM,18.0,False
19.0,SAI,90.388,27.86,29.474,33.054,MEDIUM,19.0,False
20.0,SAI,104.811,47.849,28.944,28.018,HARD,1.0,False
21.0,SAI,84.499,27.591,28.881,28.027,HARD,2.0,True
22.0,SAI,84.226,27.522,28.707,27.997,HARD,3.0,True
23.0,SAI,84.557,27.698,28.832,28.027,HARD,4.0,False
24.0,SAI,83.682,27.446,28.511,27.725,HARD,5.0,True
25.0,SAI,83.687,27.456,28.496,27.735,HARD,6.0,False
26.0,SAI,83.503,27.444,28.413,27.646,HARD,7.0,True
27.0,SAI,83.503,27.38,28.369,27.754,HARD,8.0,False
28.0,SAI,83.751,27.703,28.359,27.689,HARD,9.0,False
29.0,SAI,83.473,27.461,28.403,27.609,HARD,10.0,True
30.0,SAI,83.584,27.531,28.429,27.624,HARD,11.0,False
31.0,SAI,83.33,27.467,28.318,27.545,HARD,12.0,True
32.0,SAI,83.354,27.424,28.294,27.636,HARD,13.0,False
33.0,SAI,83.412,27.456,28.435,27.521,HARD,14.0,False
34.0,SAI,83.285,27.366,28.416,27.503,HARD,15.0,True
35.0,SAI,83.334,27.454,28.336,27.544,HARD,16.0,False
36.0,SAI,83.27,27.389,28.356,27.525,HARD,17.0,True
37.0,SAI,83.29,27.33,28.356,27.604,HARD,18.0,False
38.0,SAI,83.551,27.486,28.387,27.678,HARD,19.0,False
39.0,SAI,83.809,27.364,28.721,27.724,HARD,20.0,False
40.0,SAI,83.803,27.515,28.698,27.59,HARD,21.0,False
41.0,SAI,83.337,27.296,28.516,27.525,HARD,22.0,False
42.0,SAI,83.838,27.422,28.658,27.758,HARD,23.0,False
43.0,SAI,83.793,27.466,28.479,27.848,HARD,24.0,False
44.0,SAI,83.931,27.399,28.778,27.754,HARD,25.0,False
45.0,SAI,85.113,27.551,28.996,28.566,HARD,26.0,False
46.0,SAI,84.001,27.461,28.804,27.736,HARD,27.0,False
47.0,SAI,84.09,27.456,28.735,27.899,HARD,28.0,False
48.0,SAI,84.939,27.972,28.998,27.969,HARD,29.0,False
49.0,SAI,83.921,27.499,28.614,27.808,HARD,30.0,False
50.0,SAI,83.769,27.459,28.604,27.706,HARD,31.0,False
51.0,SAI,83.754,27.502,28.499,27.753,HARD,32.0,False
52.0,SAI,83.722,27.565,28.536,27.621,HARD,33.0,False
53.0,SAI,83.219,27.463,28.237,27.519,HARD,34.0,True
1.0,STR,95.81,,32.459,30.584,HARD,2.0,False
2.0,STR,88.342,28.654,30.65,29.038,HARD,3.0,True
3.0,STR,86.734,27.671,30.279,28.784,HARD,4.0,True
4.0,STR,86.253,27.514,29.972,28.767,HARD,5.0,True
5.0,STR,87.234,27.636,30.549,29.049,HARD,6.0,False
6.0,STR,85.558,27.529,29.431,28.598,HARD,7.0,True
7.0,STR,86.208,28.114,29.553,28.541,HARD,8.0,False
8.0,STR,85.799,27.799,29.379,28.621,HARD,9.0,False
9.0,STR,86.024,27.777,29.585,28.662,HARD,10.0,False
10.0,STR,86.182,27.822,29.369,28.991,HARD,11.0,False
11.0,STR,85.675,27.691,29.398,28.586,HARD,12.0,False
12.0,STR,85.947,27.829,29.342,28.776,HARD,13.0,False
13.0,STR,86.143,27.742,29.697,28.704,HARD,14.0,False
14.0,STR,85.895,27.738,29.465,28.692,HARD,15.0,False
15.0,STR,86.986,28.009,29.927,29.05,HARD,16.0,False
16.0,STR,86.593,27.925,29.737,28.931,HARD,17.0,False
17.0,STR,86.584,27.839,29.852,28.893,HARD,18.0,False
18.0,STR,87.524,27.903,30.488,29.133,HARD,19.0,False
19.0,STR,91.321,27.867,29.83,33.624,HARD,20.0,False
20.0,STR,105.665,48.081,29.135,28.449,HARD,3.0,False
21.0,STR,84.721,27.443,29.024,28.254,HARD,4.0,True
22.0,STR,84.721,27.515,29.053,28.153,HARD,5.0,False
23.0,STR,84.659,27.408,29.088,28.163,HARD,6.0,True
24.0,STR,84.768,27.482,29.036,28.25,HARD,7.0,False
25.0,STR,84.743,27.401,29.097,28.245,HARD,8.0,False
26.0,STR,84.491,27.491,28.9,28.1,HARD,9.0,True
27.0,STR,84.437,27.388,28.802,28.247,HARD,10.0,True
28.0,STR,84.618,27.371,28.965,28.282,HARD,11.0,False
29.0,STR,85.397,27.362,29.444,28.591,HARD,12.0,False
30.0,STR,86.377,27.631,29.905,28.841,HARD,13.0,False
31.0,STR,84.749,27.379,29.025,28.345,HARD,14.0,False
32.0,STR,85.576,27.675,29.483,28.418,HARD,15.0,False
33.0,STR,84.947,27.546,29.102,28.299,HARD,16.0,False
34.0,STR,84.856,27.349,29.1,28.407,HARD,17.0,False
35.0,STR,84.863,27.402,29.095,28.366,HARD,18.0,False
36.0,STR,89.334,27.44,29.135,32.759,HARD,19.0,False
37.0,STR,103.775,46.949,28.823,28.003,MEDIUM,2.0,False
38.0,STR,83.617,26.947,28.796,27.874,MEDIUM,3.0,True
39.0,STR,84.43,27.336,28.607,28.487,MEDIUM,4.0,False
40.0,STR,85.777,28.301,28.853,28.623,MEDIUM,5.0,False
41.0,STR,83.702,26.975,28.741,27.986,MEDIUM,6.0,False
42.0,STR,83.823,27.461,28.549,27.813,MEDIUM,7.0,False
43.0,STR,83.81,27.534,28.496,27.78,MEDIUM,8.0,False
44.0,STR,83.654,27.358,28.411,27.885,MEDIUM,9.0,False
45.0,STR,83.427,27.348,28.321,27.758,MEDIUM,10.0,True
46.0,STR,83.906,27.371,28.627,27.908,MEDIUM,11.0,False
47.0,STR,84.014,27.349,28.673,27.992,MEDIUM,12.0,False
48.0,STR,86.104,27.419,29.351,29.334,MEDIUM,13.0,False
49.0,STR,85.064,27.468,29.129,28.467,MEDIUM,14.0,False
50.0,STR,90.186,27.901,29.194,33.091,MEDIUM,15.0,False
51.0,STR,110.98,49.959,32.44,28.581,SOFT,1.0,False
52.0,STR,82.232,26.932,27.914,27.386,SOFT,2.0,True
1.0,TSU,95.235,,32.335,30.339,HARD,2.0,False
2.0,TSU,87.538,28.414,30.094,29.03,HARD,3.0,True
3.0,TSU,86.665,27.756,29.819,29.09,HARD,4.0,True
4.0,TSU,86.198,27.631,29.689,28.878,HARD,5.0,True
5.0,TSU,92.241,28.736,32.722,30.783,HARD,6.0,False
6.0,TSU,88.473,28.426,30.441,29.606,HARD,7.0,False
7.0,TSU,100.319,28.469,30.634,41.216,HARD,8.0,False
1.0,VER,90.354,,31.144,28.856,HARD,1.0,False
2.0,VER,86.17,28.048,29.474,28.648,HARD,2.0,True
3.0,VER,85.855,27.731,29.496,28.628,HARD,3.0,True
4.0,VER,85.633,27.884,29.335,28.414,HARD,4.0,True
5.0,VER,85.218,27.721,29.22,28.277,HARD,5.0,True
6.0,VER,85.096,27.832,29.054,28.21,HARD,6.0,True
7.0,VER,85.042,27.771,28.994,28.277,HARD,7.0,True
8.0,VER,84.918,27.712,29.036,28.17,HARD,8.0,True
9.0,VER,85.05,27.909,28.956,28.185,HARD,9.0,False
10.0,VER,84.964,27.82,29.008,28.136,HARD,10.0,False
11.0,VER,84.978,27.799,28.99,28.189,HARD,11.0,False
12.0,VER,84.968,27.821,28.994,28.153,HARD,12.0,False
13.0,VER,84.957,27.806,28.95,28.201,HARD,13.0,False
14.0,VER,85.287,27.749,29.246,28.292,HARD,14.0,False
15.0,VER,85.746,27.726,29.288,28.732,HARD,15.0,False
16.0,VER,85.244,27.735,29.177,28.332,HARD,16.0,False
17.0,VER,85.34,27.864,29.212,28.264,HARD,17.0,False
18.0,VER,85.469,27.813,29.236,28.42,HARD,18.0,False
19.0,VER,85.537,27.81,29.369,28.358,HARD,19.0,False
20.0,VER,85.559,27.938,29.183,28.438,HARD,20.0,False
21.0,VER,85.381,27.905,29.1,28.376,HARD,21.0,False
22.0,VER,89.668,28.025,29.184,32.459,HARD,22.0,False
23.0,VER,107.839,51.273,28.653,27.913,HARD,1.0,False
24.0,VER,83.545,27.251,28.532,27.762,HARD,2.0,True
25.0,VER,83.801,27.63,28.498,27.673,HARD,3.0,False
26.0,VER,83.618,27.535,28.475,27.608,HARD,4.0,False
27.0,VER,83.524,27.544,28.388,27.592,HARD,5.0,True
28.0,VER,83.509,27.624,28.316,27.569,HARD,6.0,True
29.0,VER,83.452,27.534,28.472,27.446,HARD,7.0,True
30.0,VER,83.542,27.549,28.392,27.601,HARD,8.0,False
31.0,VER,83.424,27.494,28.388,27.542,HARD,9.0,True
32.0,VER,83.49,27.48,28.364,27.646,HARD,10.0,False
33.0,VER,83.621,27.49,28.59,27.541,HARD,11.0,False
34.0,VER,83.576,27.573,28.473,27.53,HARD,12.0,False
35.0,VER,83.589,27.47,28.491,27.628,HARD,13.0,False
36.0,VER,83.559,27.442,28.466,27.651,HARD,14.0,False
37.0,VER,83.485,27.43,28.508,27.547,HARD,15.0,False
38.0,VER,83.427,27.5,28.381,27.546,HARD,16.0,False
39.0,VER,83.501,27.433,28.441,27.627,HARD,17.0,False
