time_s,distance_m,x_m,y_m,speed_kmh
52.655,3313.0862599161674,6915.0,10557.0,293.49500032
52.714,3317.906986778533,6921.0,10509.0,293.79000064
52.756,3321.340833333334,6925.069614076922,10474.27226686483,294.0
52.994,3340.83339217615,6944.0,10281.0,294.7437504
53.076,3347.5630555555563,6949.866242481217,10217.329407924084,295.0
53.195,3357.3429450300555,6958.0,10117.0,295.7437504
53.236,3360.7186111111114,6960.707784036569,10076.297615406562,296.0
53.475,3380.4721588112,6974.0,9821.0,297.0863639272727
53.676,3397.140833333334,6978.019248574306,9701.831725056729,298.0
53.755,3403.696624762474,6979.0,9656.0,298.28214308571427
53.956,3420.3963888888893,6982.076811887274,9501.256109217144,299.0
54.035,3426.973491305127,6984.0,9424.0,299.39500032
54.156,3437.063055555556,6988.0424252499015,9286.747147734097,300.0
54.295,3448.6777726150485,6993.0,9141.0,300.4343752
54.476,3463.8186111111113,6997.712687661478,9040.770033423798,301.0
54.594,3473.6827814980443,7003.0,8977.0,301.0
54.814,3492.0726882409626,7022.0,8795.0,301.0
54.876,3497.2630555555556,7029.0048190930875,8742.538818718394,301.0
55.054,3512.1867792246703,7053.0,8596.0,301.4944448
55.236,3527.4630555555555,7083.963152714,8444.057761765676,302.0
55.334,3535.688690293001,7102.0,8366.0,302.0
55.514,3550.7844497105107,7138.0,8227.0,302.0
55.516,3550.9519444444445,7138.473763689124,8225.26454355504,302.0
55.594,3557.4805883958484,7158.0,8155.0,301.5124992
55.676,3564.3297222222227,7177.661134025753,8087.546169791017,301.0
55.794,3574.1493283571654,7207.0,7995.0,300.0166656
55.916,3584.2630555555556,7244.621376981485,7886.838249481065,299.0
56.174,3605.5526942447223,7333.0,7653.0,297.56666595555555
56.276,3613.9630555555564,7361.776787170515,7581.082410789337,297.0
56.516,3633.763055555556,7420.845982973603,7434.74545271863,297.0
56.554,3636.8928015433494,7431.0,7407.0,296.7624992
56.634,3643.4730555598235,7453.0,7345.0,296.2624992
56.676,3646.918611111112,7463.986690397973,7314.3328595182975,296.0
56.954,3669.545869802644,7520.0,7103.0,293.0214272
56.956,3669.707500000001,7520.261847464469,7100.757675455903,293.0
57.174,3687.2309782829043,7536.0,6823.0,289.89679745129854
57.237,3692.265555555556,7536.0759499273045,6769.358197167529,289.0
57.534,3715.8645277687024,7513.0,6645.0,286.2156256
57.557,3717.6877777777786,7509.9831688054555,6630.069785936951,286.0
57.717,3730.354444444445,7484.961563917622,6500.826585480953,285.0
57.734,3731.696080118258,7482.0,6487.0,284.8781365756352
57.894,3744.2772699611396,7452.0,6363.0,283.7311823813155
57.996,3752.2869444444455,7431.723686187873,6284.818559491834,283.0
