time_s,distance_m,x_m,y_m,speed_kmh
15.276,986.1644444444445,-215.5948565287781,8950.009279489223,120.0
15.311,987.3680790119525,-218.0,8959.0,121.093752
15.436,991.72,-227.4527332982699,8994.790348634742,125.0
15.531,995.1796536261868,-238.0,9035.0,129.27499136
15.636,999.1644444444445,-254.8914752029333,9099.41249844264,134.0
15.711,1002.1115338311903,-266.0,9142.0,138.687504
15.796,1005.5644444444445,-274.2982642054259,9174.299545806696,144.0
16.011,1014.8865373747105,-286.0,9223.0,154.078116
16.116,1019.6977777777778,-296.6209008335961,9267.220841862956,159.0
16.351,1030.9844071853965,-327.0,9395.0,172.70833706666667
16.356,1031.2311111111112,-327.57084126585994,9397.470457258578,173.0
16.556,1041.3422222222223,-347.10077962712444,9485.069086805059,182.0
16.71,1049.57436496615,-361.0,9554.0,188.52867391978836
16.93,1061.952444356452,-382.0,9671.0,197.85535870010713
16.957,1063.5086111111111,-384.3399684589312,9685.846177389289,199.0
17.19,1077.2576641627397,-402.0,9816.0,207.15499776000001
17.35,1086.7622775476498,-412.0,9909.0,212.75499776
17.357,1087.1752777777776,-412.27910834521975,9913.08929704261,213.0
17.41,1090.294547754713,-414.0,9944.0,213.0
17.557,1099.008611111111,-418.6582197929229,10028.289097614306,213.0
17.67,1106.0060656641635,-422.0,10102.0,217.80249728
17.85,1117.62795168708,-426.0,10248.0,225.45249728
17.957,1124.5641666666666,-426.73667453037035,10344.749361043272,230.0
18.13,1135.7845410456553,-426.0,10494.0,233.45999872
18.157,1137.5641666666666,-425.8213162837242,10513.310192823577,234.0
18.557,1164.8974999999998,-419.2416992266611,10716.500357522484,246.0
18.61,1168.5391887838928,-417.0,10750.0,246.6624992
18.67,1172.6623487708966,-414.0,10792.0,247.4124992
18.717,1175.919722222222,-411.43171456653295,10827.3267786059,248.0
18.957,1192.9197222222222,-396.0871504531392,11030.31414563343,255.0
19.05,1199.5812467023623,-390.0,11101.0,256.5499989333333
19.197,1210.1863888888888,-380.63089807785906,11194.94904783847,259.0
19.357,1221.8752777777777,-369.53010853908137,11284.580013076056,263.0
19.431,1227.3290252645668,-363.0,11332.0,264.06093349139877
19.636,1242.5677777777778,-339.97974041764826,11481.788252161248,267.0
19.651,1243.6880725828355,-338.0,11493.0,267.2812464
19.731,1249.6748864970968,-327.0,11552.0,268.7812464
19.796,1254.5677777777778,-318.4774513913425,11597.01789675747,270.0
19.951,1266.3683418917415,-293.0,11714.0,272.7678582857143
20.076,1275.9566666666667,-254.36460969626876,11855.750699653858,275.0
20.211,1286.3369324615908,-209.0,12010.0,276.6874976
20.236,1288.2677777777778,-202.08281600959523,12032.657489854433,277.0
